Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
05/03/2020,05/09/2020,2020,19,Wyoming,0-17 years,0.0,0.0,0.0
05/03/2020,05/09/2020,2020,19,Wyoming,18-64 years,0.0,,0.0
05/03/2020,05/09/2020,2020,19,Wyoming,65 years and over,0.0,,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 1,All Ages,1581.0,692.0,
05/03/2020,05/09/2020,2020,19,HHS Region 1,0-17 years,0.0,0.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 1,18-64 years,153.0,79.0,
05/03/2020,05/09/2020,2020,19,HHS Region 1,65 years and over,1428.0,613.0,
05/03/2020,05/09/2020,2020,19,HHS Region 2,All Ages,3079.0,1642.0,
05/03/2020,05/09/2020,2020,19,HHS Region 2,0-17 years,,0.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 2,18-64 years,686.0,357.0,
05/03/2020,05/09/2020,2020,19,HHS Region 2,65 years and over,2390.0,1285.0,
05/03/2020,05/09/2020,2020,19,HHS Region 3,All Ages,1627.0,932.0,
05/03/2020,05/09/2020,2020,19,HHS Region 3,0-17 years,0.0,,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 3,18-64 years,231.0,151.0,
05/03/2020,05/09/2020,2020,19,HHS Region 3,65 years and over,1396.0,780.0,
05/03/2020,05/09/2020,2020,19,HHS Region 4,All Ages,1020.0,1187.0,12.0
05/03/2020,05/09/2020,2020,19,HHS Region 4,0-17 years,0.0,,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 4,18-64 years,178.0,268.0,
05/03/2020,05/09/2020,2020,19,HHS Region 4,65 years and over,842.0,918.0,
05/03/2020,05/09/2020,2020,19,HHS Region 5,All Ages,2029.0,1343.0,10.0
05/03/2020,05/09/2020,2020,19,HHS Region 5,0-17 years,,0.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 5,18-64 years,347.0,253.0,
05/03/2020,05/09/2020,2020,19,HHS Region 5,65 years and over,1681.0,1090.0,
05/03/2020,05/09/2020,2020,19,HHS Region 6,All Ages,590.0,687.0,
05/03/2020,05/09/2020,2020,19,HHS Region 6,0-17 years,,,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 6,18-64 years,145.0,158.0,
05/03/2020,05/09/2020,2020,19,HHS Region 6,65 years and over,443.0,525.0,
05/03/2020,05/09/2020,2020,19,HHS Region 7,All Ages,272.0,220.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 7,0-17 years,0.0,0.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 7,18-64 years,44.0,43.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 7,65 years and over,228.0,177.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 8,All Ages,179.0,160.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 8,0-17 years,0.0,0.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 8,18-64 years,37.0,39.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 8,65 years and over,142.0,121.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 9,All Ages,733.0,833.0,
05/03/2020,05/09/2020,2020,19,HHS Region 9,0-17 years,,,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 9,18-64 years,140.0,154.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 9,65 years and over,591.0,677.0,
05/03/2020,05/09/2020,2020,19,HHS Region 10,All Ages,113.0,129.0,
05/03/2020,05/09/2020,2020,19,HHS Region 10,0-17 years,0.0,0.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 10,18-64 years,17.0,19.0,0.0
05/03/2020,05/09/2020,2020,19,HHS Region 10,65 years and over,96.0,110.0,
05/10/2020,05/16/2020,2020,20,United States,All Ages,9229.0,6779.0,22.0
05/10/2020,05/16/2020,2020,20,United States,0-17 years,6.0,13.0,2.0
05/10/2020,05/16/2020,2020,20,United States,18-64 years,1644.0,1359.0,4.0
05/10/2020,05/16/2020,2020,20,United States,65 years and over,7579.0,5407.0,16.0
05/10/2020,05/16/2020,2020,20,Alabama,All Ages,101.0,94.0,
05/10/2020,05/16/2020,2020,20,Alabama,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Alabama,18-64 years,19.0,23.0,0.0
05/10/2020,05/16/2020,2020,20,Alabama,65 years and over,82.0,71.0,
05/10/2020,05/16/2020,2020,20,Alaska,All Ages,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Alaska,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Alaska,18-64 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Alaska,65 years and over,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Arizona,All Ages,124.0,128.0,0.0
05/10/2020,05/16/2020,2020,20,Arizona,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Arizona,18-64 years,32.0,28.0,0.0
05/10/2020,05/16/2020,2020,20,Arizona,65 years and over,92.0,100.0,0.0
05/10/2020,05/16/2020,2020,20,Arkansas,All Ages,,33.0,
05/10/2020,05/16/2020,2020,20,Arkansas,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Arkansas,18-64 years,,11.0,0.0
05/10/2020,05/16/2020,2020,20,Arkansas,65 years and over,,22.0,
05/10/2020,05/16/2020,2020,20,California,All Ages,505.0,582.0,
05/10/2020,05/16/2020,2020,20,California,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,California,18-64 years,99.0,124.0,0.0
05/10/2020,05/16/2020,2020,20,California,65 years and over,406.0,457.0,
05/10/2020,05/16/2020,2020,20,Colorado,All Ages,94.0,84.0,0.0
05/10/2020,05/16/2020,2020,20,Colorado,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Colorado,18-64 years,12.0,11.0,0.0
05/10/2020,05/16/2020,2020,20,Colorado,65 years and over,82.0,73.0,0.0
05/10/2020,05/16/2020,2020,20,Connecticut,All Ages,381.0,113.0,0.0
05/10/2020,05/16/2020,2020,20,Connecticut,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Connecticut,18-64 years,33.0,14.0,0.0
05/10/2020,05/16/2020,2020,20,Connecticut,65 years and over,348.0,99.0,0.0
05/10/2020,05/16/2020,2020,20,Delaware,All Ages,74.0,31.0,0.0
05/10/2020,05/16/2020,2020,20,Delaware,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Delaware,18-64 years,15.0,,0.0
05/10/2020,05/16/2020,2020,20,Delaware,65 years and over,59.0,25.0,0.0
05/10/2020,05/16/2020,2020,20,District of Columbia,All Ages,68.0,67.0,0.0
05/10/2020,05/16/2020,2020,20,District of Columbia,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,District of Columbia,18-64 years,18.0,20.0,0.0
05/10/2020,05/16/2020,2020,20,District of Columbia,65 years and over,50.0,46.0,0.0
05/10/2020,05/16/2020,2020,20,Florida,All Ages,262.0,365.0,0.0
05/10/2020,05/16/2020,2020,20,Florida,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Florida,18-64 years,30.0,59.0,0.0
05/10/2020,05/16/2020,2020,20,Florida,65 years and over,232.0,306.0,0.0
05/10/2020,05/16/2020,2020,20,Georgia,All Ages,200.0,156.0,0.0
05/10/2020,05/16/2020,2020,20,Georgia,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Georgia,18-64 years,31.0,30.0,0.0
05/10/2020,05/16/2020,2020,20,Georgia,65 years and over,169.0,126.0,0.0
05/10/2020,05/16/2020,2020,20,Hawaii,All Ages,,13.0,0.0
05/10/2020,05/16/2020,2020,20,Hawaii,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Hawaii,18-64 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Hawaii,65 years and over,,10.0,0.0
05/10/2020,05/16/2020,2020,20,Idaho,All Ages,,12.0,0.0
05/10/2020,05/16/2020,2020,20,Idaho,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Idaho,18-64 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Idaho,65 years and over,,,0.0
05/10/2020,05/16/2020,2020,20,Illinois,All Ages,709.0,439.0,
05/10/2020,05/16/2020,2020,20,Illinois,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Illinois,18-64 years,153.0,92.0,
05/10/2020,05/16/2020,2020,20,Illinois,65 years and over,556.0,347.0,
05/10/2020,05/16/2020,2020,20,Indiana,All Ages,253.0,154.0,
05/10/2020,05/16/2020,2020,20,Indiana,0-17 years,,,0.0
05/10/2020,05/16/2020,2020,20,Indiana,18-64 years,31.0,30.0,
05/10/2020,05/16/2020,2020,20,Indiana,65 years and over,220.0,122.0,
05/10/2020,05/16/2020,2020,20,Iowa,All Ages,94.0,56.0,0.0
05/10/2020,05/16/2020,2020,20,Iowa,0-17 years,,,0.0
05/10/2020,05/16/2020,2020,20,Iowa,18-64 years,20.0,16.0,0.0
05/10/2020,05/16/2020,2020,20,Iowa,65 years and over,73.0,39.0,0.0
05/10/2020,05/16/2020,2020,20,Kansas,All Ages,26.0,34.0,0.0
05/10/2020,05/16/2020,2020,20,Kansas,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Kansas,18-64 years,10.0,,0.0
05/10/2020,05/16/2020,2020,20,Kansas,65 years and over,16.0,27.0,0.0
05/10/2020,05/16/2020,2020,20,Kentucky,All Ages,44.0,81.0,
05/10/2020,05/16/2020,2020,20,Kentucky,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Kentucky,18-64 years,,19.0,0.0
05/10/2020,05/16/2020,2020,20,Kentucky,65 years and over,37.0,62.0,
05/10/2020,05/16/2020,2020,20,Louisiana,All Ages,171.0,140.0,0.0
05/10/2020,05/16/2020,2020,20,Louisiana,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Louisiana,18-64 years,42.0,37.0,0.0
05/10/2020,05/16/2020,2020,20,Louisiana,65 years and over,129.0,101.0,0.0
05/10/2020,05/16/2020,2020,20,Maine,All Ages,10.0,,0.0
05/10/2020,05/16/2020,2020,20,Maine,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Maine,18-64 years,,0.0,0.0
05/10/2020,05/16/2020,2020,20,Maine,65 years and over,,,0.0
05/10/2020,05/16/2020,2020,20,Maryland,All Ages,386.0,190.0,0.0
05/10/2020,05/16/2020,2020,20,Maryland,0-17 years,,0.0,0.0
05/10/2020,05/16/2020,2020,20,Maryland,18-64 years,81.0,40.0,0.0
05/10/2020,05/16/2020,2020,20,Maryland,65 years and over,304.0,150.0,0.0
05/10/2020,05/16/2020,2020,20,Massachusetts,All Ages,789.0,320.0,0.0
05/10/2020,05/16/2020,2020,20,Massachusetts,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Massachusetts,18-64 years,75.0,46.0,0.0
05/10/2020,05/16/2020,2020,20,Massachusetts,65 years and over,714.0,274.0,0.0
05/10/2020,05/16/2020,2020,20,Michigan,All Ages,293.0,248.0,
05/10/2020,05/16/2020,2020,20,Michigan,0-17 years,0.0,0.0,
05/10/2020,05/16/2020,2020,20,Michigan,18-64 years,54.0,42.0,0.0
05/10/2020,05/16/2020,2020,20,Michigan,65 years and over,239.0,206.0,0.0
05/10/2020,05/16/2020,2020,20,Minnesota,All Ages,144.0,99.0,0.0
05/10/2020,05/16/2020,2020,20,Minnesota,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Minnesota,18-64 years,13.0,14.0,0.0
05/10/2020,05/16/2020,2020,20,Minnesota,65 years and over,131.0,85.0,0.0
05/10/2020,05/16/2020,2020,20,Mississippi,All Ages,111.0,111.0,
05/10/2020,05/16/2020,2020,20,Mississippi,0-17 years,0.0,0.0,
05/10/2020,05/16/2020,2020,20,Mississippi,18-64 years,28.0,26.0,0.0
05/10/2020,05/16/2020,2020,20,Mississippi,65 years and over,83.0,85.0,0.0
05/10/2020,05/16/2020,2020,20,Missouri,All Ages,94.0,84.0,
05/10/2020,05/16/2020,2020,20,Missouri,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Missouri,18-64 years,14.0,11.0,0.0
05/10/2020,05/16/2020,2020,20,Missouri,65 years and over,80.0,72.0,
05/10/2020,05/16/2020,2020,20,Montana,All Ages,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Montana,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Montana,18-64 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Montana,65 years and over,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Nebraska,All Ages,36.0,26.0,0.0
05/10/2020,05/16/2020,2020,20,Nebraska,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Nebraska,18-64 years,11.0,,0.0
05/10/2020,05/16/2020,2020,20,Nebraska,65 years and over,25.0,20.0,0.0
05/10/2020,05/16/2020,2020,20,Nevada,All Ages,30.0,36.0,0.0
05/10/2020,05/16/2020,2020,20,Nevada,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Nevada,18-64 years,12.0,11.0,0.0
05/10/2020,05/16/2020,2020,20,Nevada,65 years and over,18.0,25.0,0.0
05/10/2020,05/16/2020,2020,20,New Hampshire,All Ages,48.0,38.0,0.0
05/10/2020,05/16/2020,2020,20,New Hampshire,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,New Hampshire,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,New Hampshire,65 years and over,43.0,34.0,0.0
05/10/2020,05/16/2020,2020,20,New Jersey,All Ages,823.0,474.0,0.0
05/10/2020,05/16/2020,2020,20,New Jersey,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,New Jersey,18-64 years,157.0,85.0,0.0
05/10/2020,05/16/2020,2020,20,New Jersey,65 years and over,666.0,389.0,0.0
05/10/2020,05/16/2020,2020,20,New Mexico,All Ages,62.0,38.0,0.0
05/10/2020,05/16/2020,2020,20,New Mexico,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,New Mexico,18-64 years,24.0,10.0,0.0
05/10/2020,05/16/2020,2020,20,New Mexico,65 years and over,38.0,28.0,0.0
05/10/2020,05/16/2020,2020,20,New York,All Ages,652.0,427.0,0.0
05/10/2020,05/16/2020,2020,20,New York,0-17 years,,,0.0
05/10/2020,05/16/2020,2020,20,New York,18-64 years,106.0,68.0,0.0
05/10/2020,05/16/2020,2020,20,New York,65 years and over,545.0,358.0,0.0
05/10/2020,05/16/2020,2020,20,New York City,All Ages,651.0,325.0,0.0
05/10/2020,05/16/2020,2020,20,New York City,0-17 years,,0.0,0.0
05/10/2020,05/16/2020,2020,20,New York City,18-64 years,181.0,92.0,0.0
05/10/2020,05/16/2020,2020,20,New York City,65 years and over,469.0,233.0,0.0
05/10/2020,05/16/2020,2020,20,North Carolina,All Ages,107.0,141.0,0.0
05/10/2020,05/16/2020,2020,20,North Carolina,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,North Carolina,18-64 years,22.0,31.0,0.0
05/10/2020,05/16/2020,2020,20,North Carolina,65 years and over,85.0,110.0,0.0
05/10/2020,05/16/2020,2020,20,North Dakota,All Ages,11.0,12.0,0.0
05/10/2020,05/16/2020,2020,20,North Dakota,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,North Dakota,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,North Dakota,65 years and over,10.0,,0.0
05/10/2020,05/16/2020,2020,20,Ohio,All Ages,264.0,225.0,
05/10/2020,05/16/2020,2020,20,Ohio,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Ohio,18-64 years,36.0,38.0,0.0
05/10/2020,05/16/2020,2020,20,Ohio,65 years and over,228.0,186.0,
05/10/2020,05/16/2020,2020,20,Oklahoma,All Ages,20.0,63.0,
05/10/2020,05/16/2020,2020,20,Oklahoma,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Oklahoma,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,Oklahoma,65 years and over,16.0,54.0,
05/10/2020,05/16/2020,2020,20,Oregon,All Ages,13.0,33.0,0.0
05/10/2020,05/16/2020,2020,20,Oregon,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Oregon,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,Oregon,65 years and over,12.0,25.0,0.0
05/10/2020,05/16/2020,2020,20,Pennsylvania,All Ages,710.0,351.0,
05/10/2020,05/16/2020,2020,20,Pennsylvania,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Pennsylvania,18-64 years,91.0,53.0,0.0
05/10/2020,05/16/2020,2020,20,Pennsylvania,65 years and over,619.0,298.0,
05/10/2020,05/16/2020,2020,20,Rhode Island,All Ages,109.0,53.0,0.0
05/10/2020,05/16/2020,2020,20,Rhode Island,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Rhode Island,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,Rhode Island,65 years and over,100.0,48.0,0.0
05/10/2020,05/16/2020,2020,20,South Carolina,All Ages,63.0,72.0,0.0
05/10/2020,05/16/2020,2020,20,South Carolina,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,South Carolina,18-64 years,13.0,18.0,0.0
05/10/2020,05/16/2020,2020,20,South Carolina,65 years and over,50.0,54.0,0.0
05/10/2020,05/16/2020,2020,20,South Dakota,All Ages,,12.0,
05/10/2020,05/16/2020,2020,20,South Dakota,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,South Dakota,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,South Dakota,65 years and over,,,
05/10/2020,05/16/2020,2020,20,Tennessee,All Ages,54.0,105.0,
05/10/2020,05/16/2020,2020,20,Tennessee,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Tennessee,18-64 years,15.0,29.0,
05/10/2020,05/16/2020,2020,20,Tennessee,65 years and over,39.0,76.0,0.0
05/10/2020,05/16/2020,2020,20,Texas,All Ages,253.0,363.0,
05/10/2020,05/16/2020,2020,20,Texas,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Texas,18-64 years,77.0,97.0,
05/10/2020,05/16/2020,2020,20,Texas,65 years and over,176.0,265.0,0.0
05/10/2020,05/16/2020,2020,20,Utah,All Ages,20.0,20.0,0.0
05/10/2020,05/16/2020,2020,20,Utah,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Utah,18-64 years,,,0.0
05/10/2020,05/16/2020,2020,20,Utah,65 years and over,14.0,11.0,0.0
05/10/2020,05/16/2020,2020,20,Vermont,All Ages,,,0.0
05/10/2020,05/16/2020,2020,20,Vermont,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Vermont,18-64 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Vermont,65 years and over,,,0.0
05/10/2020,05/16/2020,2020,20,Virginia,All Ages,202.0,113.0,0.0
05/10/2020,05/16/2020,2020,20,Virginia,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Virginia,18-64 years,23.0,15.0,0.0
05/10/2020,05/16/2020,2020,20,Virginia,65 years and over,179.0,98.0,0.0
05/10/2020,05/16/2020,2020,20,Washington,All Ages,73.0,93.0,
05/10/2020,05/16/2020,2020,20,Washington,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Washington,18-64 years,,12.0,0.0
05/10/2020,05/16/2020,2020,20,Washington,65 years and over,65.0,81.0,
05/10/2020,05/16/2020,2020,20,West Virginia,All Ages,16.0,43.0,0.0
05/10/2020,05/16/2020,2020,20,West Virginia,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,West Virginia,18-64 years,,11.0,0.0
05/10/2020,05/16/2020,2020,20,West Virginia,65 years and over,14.0,32.0,0.0
05/10/2020,05/16/2020,2020,20,Wisconsin,All Ages,55.0,51.0,
05/10/2020,05/16/2020,2020,20,Wisconsin,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,Wisconsin,18-64 years,17.0,15.0,0.0
05/10/2020,05/16/2020,2020,20,Wisconsin,65 years and over,38.0,35.0,
05/10/2020,05/16/2020,2020,20,Wyoming,All Ages,,,0.0
05/10/2020,05/16/2020,2020,20,Wyoming,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Wyoming,18-64 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,Wyoming,65 years and over,,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 1,All Ages,1338.0,536.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 1,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 1,18-64 years,125.0,70.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 1,65 years and over,1213.0,466.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 2,All Ages,2126.0,1226.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 2,0-17 years,,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 2,18-64 years,444.0,245.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 2,65 years and over,1680.0,980.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 3,All Ages,1456.0,795.0,
05/10/2020,05/16/2020,2020,20,HHS Region 3,0-17 years,,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 3,18-64 years,230.0,145.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 3,65 years and over,1225.0,649.0,
05/10/2020,05/16/2020,2020,20,HHS Region 4,All Ages,942.0,1125.0,
05/10/2020,05/16/2020,2020,20,HHS Region 4,0-17 years,0.0,0.0,
05/10/2020,05/16/2020,2020,20,HHS Region 4,18-64 years,165.0,235.0,
05/10/2020,05/16/2020,2020,20,HHS Region 4,65 years and over,777.0,890.0,
05/10/2020,05/16/2020,2020,20,HHS Region 5,All Ages,1718.0,1216.0,
05/10/2020,05/16/2020,2020,20,HHS Region 5,0-17 years,,,
05/10/2020,05/16/2020,2020,20,HHS Region 5,18-64 years,304.0,231.0,
05/10/2020,05/16/2020,2020,20,HHS Region 5,65 years and over,1412.0,981.0,
05/10/2020,05/16/2020,2020,20,HHS Region 6,All Ages,513.0,637.0,
05/10/2020,05/16/2020,2020,20,HHS Region 6,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 6,18-64 years,148.0,164.0,
05/10/2020,05/16/2020,2020,20,HHS Region 6,65 years and over,365.0,470.0,
05/10/2020,05/16/2020,2020,20,HHS Region 7,All Ages,250.0,200.0,
05/10/2020,05/16/2020,2020,20,HHS Region 7,0-17 years,,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 7,18-64 years,55.0,40.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 7,65 years and over,194.0,158.0,
05/10/2020,05/16/2020,2020,20,HHS Region 8,All Ages,134.0,140.0,
05/10/2020,05/16/2020,2020,20,HHS Region 8,0-17 years,0.0,0.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 8,18-64 years,21.0,34.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 8,65 years and over,113.0,106.0,
05/10/2020,05/16/2020,2020,20,HHS Region 9,All Ages,661.0,759.0,
05/10/2020,05/16/2020,2020,20,HHS Region 9,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 9,18-64 years,143.0,166.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 9,65 years and over,518.0,592.0,
05/10/2020,05/16/2020,2020,20,HHS Region 10,All Ages,91.0,145.0,
05/10/2020,05/16/2020,2020,20,HHS Region 10,0-17 years,0.0,,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 10,18-64 years,,29.0,0.0
05/10/2020,05/16/2020,2020,20,HHS Region 10,65 years and over,82.0,115.0,
05/17/2020,05/23/2020,2020,21,United States,All Ages,7228.0,5894.0,24.0
05/17/2020,05/23/2020,2020,21,United States,0-17 years,0.0,9.0,0.0
05/17/2020,05/23/2020,2020,21,United States,18-64 years,1375.0,1258.0,10.0
05/17/2020,05/23/2020,2020,21,United States,65 years and over,5853.0,4627.0,14.0
05/17/2020,05/23/2020,2020,21,Alabama,All Ages,87.0,83.0,0.0
05/17/2020,05/23/2020,2020,21,Alabama,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Alabama,18-64 years,20.0,17.0,0.0
05/17/2020,05/23/2020,2020,21,Alabama,65 years and over,67.0,66.0,0.0
05/17/2020,05/23/2020,2020,21,Alaska,All Ages,0.0,,0.0
05/17/2020,05/23/2020,2020,21,Alaska,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Alaska,18-64 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Alaska,65 years and over,0.0,,0.0
05/17/2020,05/23/2020,2020,21,Arizona,All Ages,99.0,114.0,0.0
05/17/2020,05/23/2020,2020,21,Arizona,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Arizona,18-64 years,40.0,35.0,0.0
05/17/2020,05/23/2020,2020,21,Arizona,65 years and over,59.0,79.0,0.0
05/17/2020,05/23/2020,2020,21,Arkansas,All Ages,21.0,44.0,0.0
05/17/2020,05/23/2020,2020,21,Arkansas,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Arkansas,18-64 years,,15.0,0.0
05/17/2020,05/23/2020,2020,21,Arkansas,65 years and over,18.0,29.0,0.0
05/17/2020,05/23/2020,2020,21,California,All Ages,486.0,568.0,
05/17/2020,05/23/2020,2020,21,California,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,California,18-64 years,121.0,138.0,
05/17/2020,05/23/2020,2020,21,California,65 years and over,365.0,430.0,
05/17/2020,05/23/2020,2020,21,Colorado,All Ages,93.0,63.0,0.0
05/17/2020,05/23/2020,2020,21,Colorado,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Colorado,18-64 years,21.0,18.0,0.0
05/17/2020,05/23/2020,2020,21,Colorado,65 years and over,72.0,45.0,0.0
05/17/2020,05/23/2020,2020,21,Connecticut,All Ages,283.0,90.0,
05/17/2020,05/23/2020,2020,21,Connecticut,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Connecticut,18-64 years,38.0,18.0,0.0
05/17/2020,05/23/2020,2020,21,Connecticut,65 years and over,245.0,72.0,
05/17/2020,05/23/2020,2020,21,Delaware,All Ages,51.0,28.0,0.0
05/17/2020,05/23/2020,2020,21,Delaware,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Delaware,18-64 years,,,0.0
05/17/2020,05/23/2020,2020,21,Delaware,65 years and over,44.0,24.0,0.0
05/17/2020,05/23/2020,2020,21,District of Columbia,All Ages,49.0,42.0,
05/17/2020,05/23/2020,2020,21,District of Columbia,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,District of Columbia,18-64 years,13.0,11.0,0.0
05/17/2020,05/23/2020,2020,21,District of Columbia,65 years and over,36.0,31.0,
05/17/2020,05/23/2020,2020,21,Florida,All Ages,239.0,330.0,
05/17/2020,05/23/2020,2020,21,Florida,0-17 years,0.0,0.0,0.0
05/17/2020,05/23/2020,2020,21,Florida,18-64 years,31.0,54.0,
