Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
08/13/2023,08/19/2023,2023,33,Kentucky,65 years and over,15.0,35.0,
08/13/2023,08/19/2023,2023,33,Louisiana,All Ages,23.0,32.0,0.0
08/13/2023,08/19/2023,2023,33,Louisiana,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Louisiana,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,Louisiana,65 years and over,19.0,24.0,0.0
08/13/2023,08/19/2023,2023,33,Maine,All Ages,,16.0,0.0
08/13/2023,08/19/2023,2023,33,Maine,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Maine,18-64 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Maine,65 years and over,,16.0,0.0
08/13/2023,08/19/2023,2023,33,Maryland,All Ages,26.0,61.0,0.0
08/13/2023,08/19/2023,2023,33,Maryland,0-17 years,,,0.0
08/13/2023,08/19/2023,2023,33,Maryland,18-64 years,,11.0,0.0
08/13/2023,08/19/2023,2023,33,Maryland,65 years and over,21.0,49.0,0.0
08/13/2023,08/19/2023,2023,33,Massachusetts,All Ages,17.0,60.0,0.0
08/13/2023,08/19/2023,2023,33,Massachusetts,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Massachusetts,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,Massachusetts,65 years and over,16.0,53.0,0.0
08/13/2023,08/19/2023,2023,33,Michigan,All Ages,34.0,80.0,0.0
08/13/2023,08/19/2023,2023,33,Michigan,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Michigan,18-64 years,,10.0,0.0
08/13/2023,08/19/2023,2023,33,Michigan,65 years and over,30.0,70.0,0.0
08/13/2023,08/19/2023,2023,33,Minnesota,All Ages,,46.0,0.0
08/13/2023,08/19/2023,2023,33,Minnesota,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Minnesota,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Minnesota,65 years and over,,39.0,0.0
08/13/2023,08/19/2023,2023,33,Mississippi,All Ages,17.0,42.0,
08/13/2023,08/19/2023,2023,33,Mississippi,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Mississippi,18-64 years,,15.0,0.0
08/13/2023,08/19/2023,2023,33,Mississippi,65 years and over,11.0,27.0,
08/13/2023,08/19/2023,2023,33,Missouri,All Ages,,56.0,0.0
08/13/2023,08/19/2023,2023,33,Missouri,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Missouri,18-64 years,,16.0,0.0
08/13/2023,08/19/2023,2023,33,Missouri,65 years and over,,40.0,0.0
08/13/2023,08/19/2023,2023,33,Montana,All Ages,,,0.0
08/13/2023,08/19/2023,2023,33,Montana,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Montana,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Montana,65 years and over,,,0.0
08/13/2023,08/19/2023,2023,33,Nebraska,All Ages,,16.0,0.0
08/13/2023,08/19/2023,2023,33,Nebraska,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Nebraska,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Nebraska,65 years and over,,15.0,0.0
08/13/2023,08/19/2023,2023,33,Nevada,All Ages,,27.0,0.0
08/13/2023,08/19/2023,2023,33,Nevada,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Nevada,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Nevada,65 years and over,,22.0,0.0
08/13/2023,08/19/2023,2023,33,New Hampshire,All Ages,,12.0,0.0
08/13/2023,08/19/2023,2023,33,New Hampshire,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,New Hampshire,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,New Hampshire,65 years and over,,10.0,0.0
08/13/2023,08/19/2023,2023,33,New Jersey,All Ages,15.0,68.0,0.0
08/13/2023,08/19/2023,2023,33,New Jersey,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,New Jersey,18-64 years,,13.0,0.0
08/13/2023,08/19/2023,2023,33,New Jersey,65 years and over,14.0,55.0,0.0
08/13/2023,08/19/2023,2023,33,New Mexico,All Ages,,21.0,0.0
08/13/2023,08/19/2023,2023,33,New Mexico,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,New Mexico,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,New Mexico,65 years and over,,15.0,0.0
08/13/2023,08/19/2023,2023,33,New York,All Ages,38.0,126.0,
08/13/2023,08/19/2023,2023,33,New York,0-17 years,,,0.0
08/13/2023,08/19/2023,2023,33,New York,18-64 years,,17.0,0.0
08/13/2023,08/19/2023,2023,33,New York,65 years and over,34.0,108.0,
08/13/2023,08/19/2023,2023,33,New York City,All Ages,19.0,71.0,0.0
08/13/2023,08/19/2023,2023,33,New York City,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,New York City,18-64 years,,15.0,0.0
08/13/2023,08/19/2023,2023,33,New York City,65 years and over,18.0,56.0,0.0
08/13/2023,08/19/2023,2023,33,North Carolina,All Ages,33.0,128.0,
08/13/2023,08/19/2023,2023,33,North Carolina,0-17 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,North Carolina,18-64 years,,22.0,0.0
08/13/2023,08/19/2023,2023,33,North Carolina,65 years and over,28.0,105.0,
08/13/2023,08/19/2023,2023,33,North Dakota,All Ages,,,0.0
08/13/2023,08/19/2023,2023,33,North Dakota,0-17 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,North Dakota,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,North Dakota,65 years and over,,,0.0
08/13/2023,08/19/2023,2023,33,Ohio,All Ages,21.0,86.0,0.0
08/13/2023,08/19/2023,2023,33,Ohio,0-17 years,,0.0,0.0
08/13/2023,08/19/2023,2023,33,Ohio,18-64 years,,17.0,0.0
08/13/2023,08/19/2023,2023,33,Ohio,65 years and over,19.0,69.0,0.0
08/13/2023,08/19/2023,2023,33,Oklahoma,All Ages,11.0,50.0,
08/13/2023,08/19/2023,2023,33,Oklahoma,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Oklahoma,18-64 years,,13.0,0.0
08/13/2023,08/19/2023,2023,33,Oklahoma,65 years and over,,37.0,
08/13/2023,08/19/2023,2023,33,Oregon,All Ages,,30.0,0.0
08/13/2023,08/19/2023,2023,33,Oregon,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Oregon,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Oregon,65 years and over,,24.0,0.0
08/13/2023,08/19/2023,2023,33,Pennsylvania,All Ages,30.0,106.0,0.0
08/13/2023,08/19/2023,2023,33,Pennsylvania,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Pennsylvania,18-64 years,,22.0,0.0
08/13/2023,08/19/2023,2023,33,Pennsylvania,65 years and over,27.0,84.0,0.0
08/13/2023,08/19/2023,2023,33,Rhode Island,All Ages,,,0.0
08/13/2023,08/19/2023,2023,33,Rhode Island,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Rhode Island,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Rhode Island,65 years and over,,,0.0
08/13/2023,08/19/2023,2023,33,South Carolina,All Ages,13.0,48.0,0.0
08/13/2023,08/19/2023,2023,33,South Carolina,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,South Carolina,18-64 years,,12.0,0.0
08/13/2023,08/19/2023,2023,33,South Carolina,65 years and over,10.0,36.0,0.0
08/13/2023,08/19/2023,2023,33,South Dakota,All Ages,0.0,11.0,0.0
08/13/2023,08/19/2023,2023,33,South Dakota,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,South Dakota,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,South Dakota,65 years and over,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Tennessee,All Ages,26.0,87.0,
08/13/2023,08/19/2023,2023,33,Tennessee,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Tennessee,18-64 years,,20.0,
08/13/2023,08/19/2023,2023,33,Tennessee,65 years and over,17.0,67.0,
08/13/2023,08/19/2023,2023,33,Texas,All Ages,70.0,226.0,
08/13/2023,08/19/2023,2023,33,Texas,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Texas,18-64 years,13.0,43.0,
08/13/2023,08/19/2023,2023,33,Texas,65 years and over,57.0,183.0,
08/13/2023,08/19/2023,2023,33,Utah,All Ages,,19.0,0.0
08/13/2023,08/19/2023,2023,33,Utah,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Utah,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Utah,65 years and over,,15.0,0.0
08/13/2023,08/19/2023,2023,33,Vermont,All Ages,,,0.0
08/13/2023,08/19/2023,2023,33,Vermont,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Vermont,18-64 years,,0.0,0.0
08/13/2023,08/19/2023,2023,33,Vermont,65 years and over,,,0.0
08/13/2023,08/19/2023,2023,33,Virginia,All Ages,18.0,47.0,0.0
08/13/2023,08/19/2023,2023,33,Virginia,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Virginia,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,Virginia,65 years and over,14.0,43.0,0.0
08/13/2023,08/19/2023,2023,33,Washington,All Ages,27.0,55.0,
08/13/2023,08/19/2023,2023,33,Washington,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Washington,18-64 years,,,
08/13/2023,08/19/2023,2023,33,Washington,65 years and over,26.0,48.0,0.0
08/13/2023,08/19/2023,2023,33,West Virginia,All Ages,,27.0,0.0
08/13/2023,08/19/2023,2023,33,West Virginia,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,West Virginia,18-64 years,0.0,11.0,0.0
08/13/2023,08/19/2023,2023,33,West Virginia,65 years and over,,16.0,0.0
08/13/2023,08/19/2023,2023,33,Wisconsin,All Ages,10.0,41.0,0.0
08/13/2023,08/19/2023,2023,33,Wisconsin,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Wisconsin,18-64 years,,,0.0
08/13/2023,08/19/2023,2023,33,Wisconsin,65 years and over,,34.0,0.0
08/13/2023,08/19/2023,2023,33,Wyoming,All Ages,,,0.0
08/13/2023,08/19/2023,2023,33,Wyoming,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,Wyoming,18-64 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,Wyoming,65 years and over,,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 1,All Ages,41.0,131.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 1,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 1,18-64 years,,13.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 1,65 years and over,38.0,118.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 2,All Ages,72.0,265.0,
08/13/2023,08/19/2023,2023,33,HHS Region 2,0-17 years,,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 2,18-64 years,,45.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 2,65 years and over,66.0,219.0,
08/13/2023,08/19/2023,2023,33,HHS Region 3,All Ages,83.0,253.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 3,0-17 years,,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 3,18-64 years,11.0,50.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 3,65 years and over,71.0,202.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 4,All Ages,287.0,765.0,10.0
08/13/2023,08/19/2023,2023,33,HHS Region 4,0-17 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 4,18-64 years,43.0,155.0,
08/13/2023,08/19/2023,2023,33,HHS Region 4,65 years and over,244.0,609.0,
08/13/2023,08/19/2023,2023,33,HHS Region 5,All Ages,106.0,436.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 5,0-17 years,,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 5,18-64 years,12.0,90.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 5,65 years and over,93.0,344.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 6,All Ages,118.0,371.0,
08/13/2023,08/19/2023,2023,33,HHS Region 6,0-17 years,,0.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 6,18-64 years,21.0,72.0,
08/13/2023,08/19/2023,2023,33,HHS Region 6,65 years and over,96.0,299.0,
08/13/2023,08/19/2023,2023,33,HHS Region 7,All Ages,22.0,131.0,
08/13/2023,08/19/2023,2023,33,HHS Region 7,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 7,18-64 years,,27.0,
08/13/2023,08/19/2023,2023,33,HHS Region 7,65 years and over,18.0,104.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 8,All Ages,16.0,96.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 8,0-17 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 8,18-64 years,,23.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 8,65 years and over,14.0,72.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 9,All Ages,122.0,425.0,
08/13/2023,08/19/2023,2023,33,HHS Region 9,0-17 years,0.0,,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 9,18-64 years,18.0,82.0,
08/13/2023,08/19/2023,2023,33,HHS Region 9,65 years and over,104.0,342.0,
08/13/2023,08/19/2023,2023,33,HHS Region 10,All Ages,38.0,100.0,
08/13/2023,08/19/2023,2023,33,HHS Region 10,0-17 years,0.0,0.0,0.0
08/13/2023,08/19/2023,2023,33,HHS Region 10,18-64 years,,16.0,
08/13/2023,08/19/2023,2023,33,HHS Region 10,65 years and over,37.0,84.0,0.0
08/20/2023,08/26/2023,2023,34,United States,All Ages,1028.0,3024.0,22.0
08/20/2023,08/26/2023,2023,34,United States,0-17 years,2.0,10.0,0.0
08/20/2023,08/26/2023,2023,34,United States,18-64 years,117.0,537.0,2.0
08/20/2023,08/26/2023,2023,34,United States,65 years and over,909.0,2477.0,20.0
08/20/2023,08/26/2023,2023,34,Alabama,All Ages,14.0,50.0,
08/20/2023,08/26/2023,2023,34,Alabama,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Alabama,18-64 years,,13.0,0.0
08/20/2023,08/26/2023,2023,34,Alabama,65 years and over,10.0,37.0,
08/20/2023,08/26/2023,2023,34,Alaska,All Ages,,,0.0
08/20/2023,08/26/2023,2023,34,Alaska,0-17 years,,0.0,0.0
08/20/2023,08/26/2023,2023,34,Alaska,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Alaska,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,Arizona,All Ages,12.0,64.0,0.0
08/20/2023,08/26/2023,2023,34,Arizona,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Arizona,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Arizona,65 years and over,10.0,56.0,0.0
08/20/2023,08/26/2023,2023,34,Arkansas,All Ages,14.0,37.0,0.0
08/20/2023,08/26/2023,2023,34,Arkansas,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Arkansas,18-64 years,,11.0,0.0
08/20/2023,08/26/2023,2023,34,Arkansas,65 years and over,,25.0,0.0
08/20/2023,08/26/2023,2023,34,California,All Ages,120.0,313.0,
08/20/2023,08/26/2023,2023,34,California,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,California,18-64 years,14.0,44.0,0.0
08/20/2023,08/26/2023,2023,34,California,65 years and over,106.0,269.0,
08/20/2023,08/26/2023,2023,34,Colorado,All Ages,17.0,40.0,0.0
08/20/2023,08/26/2023,2023,34,Colorado,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Colorado,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Colorado,65 years and over,16.0,36.0,0.0
08/20/2023,08/26/2023,2023,34,Connecticut,All Ages,10.0,34.0,0.0
08/20/2023,08/26/2023,2023,34,Connecticut,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Connecticut,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Connecticut,65 years and over,,28.0,0.0
08/20/2023,08/26/2023,2023,34,Delaware,All Ages,,10.0,0.0
08/20/2023,08/26/2023,2023,34,Delaware,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Delaware,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Delaware,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,District of Columbia,All Ages,,,0.0
08/20/2023,08/26/2023,2023,34,District of Columbia,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,District of Columbia,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,District of Columbia,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,Florida,All Ages,144.0,310.0,
08/20/2023,08/26/2023,2023,34,Florida,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Florida,18-64 years,15.0,51.0,
08/20/2023,08/26/2023,2023,34,Florida,65 years and over,129.0,258.0,
08/20/2023,08/26/2023,2023,34,Georgia,All Ages,36.0,74.0,0.0
08/20/2023,08/26/2023,2023,34,Georgia,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Georgia,18-64 years,,16.0,0.0
08/20/2023,08/26/2023,2023,34,Georgia,65 years and over,29.0,58.0,0.0
08/20/2023,08/26/2023,2023,34,Hawaii,All Ages,10.0,22.0,0.0
08/20/2023,08/26/2023,2023,34,Hawaii,0-17 years,,0.0,0.0
08/20/2023,08/26/2023,2023,34,Hawaii,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Hawaii,65 years and over,,21.0,0.0
08/20/2023,08/26/2023,2023,34,Idaho,All Ages,,10.0,0.0
08/20/2023,08/26/2023,2023,34,Idaho,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Idaho,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Idaho,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,Illinois,All Ages,19.0,62.0,0.0
08/20/2023,08/26/2023,2023,34,Illinois,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Illinois,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Illinois,65 years and over,15.0,53.0,0.0
08/20/2023,08/26/2023,2023,34,Indiana,All Ages,15.0,87.0,0.0
08/20/2023,08/26/2023,2023,34,Indiana,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Indiana,18-64 years,,17.0,0.0
08/20/2023,08/26/2023,2023,34,Indiana,65 years and over,14.0,70.0,0.0
08/20/2023,08/26/2023,2023,34,Iowa,All Ages,,28.0,0.0
08/20/2023,08/26/2023,2023,34,Iowa,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Iowa,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Iowa,65 years and over,,24.0,0.0
08/20/2023,08/26/2023,2023,34,Kansas,All Ages,,30.0,0.0
08/20/2023,08/26/2023,2023,34,Kansas,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Kansas,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Kansas,65 years and over,,23.0,0.0
08/20/2023,08/26/2023,2023,34,Kentucky,All Ages,23.0,64.0,
08/20/2023,08/26/2023,2023,34,Kentucky,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Kentucky,18-64 years,,12.0,0.0
08/20/2023,08/26/2023,2023,34,Kentucky,65 years and over,22.0,52.0,
08/20/2023,08/26/2023,2023,34,Louisiana,All Ages,22.0,28.0,0.0
08/20/2023,08/26/2023,2023,34,Louisiana,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Louisiana,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Louisiana,65 years and over,21.0,20.0,0.0
08/20/2023,08/26/2023,2023,34,Maine,All Ages,,26.0,0.0
08/20/2023,08/26/2023,2023,34,Maine,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Maine,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Maine,65 years and over,,22.0,0.0
08/20/2023,08/26/2023,2023,34,Maryland,All Ages,17.0,55.0,0.0
08/20/2023,08/26/2023,2023,34,Maryland,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Maryland,18-64 years,0.0,10.0,0.0
08/20/2023,08/26/2023,2023,34,Maryland,65 years and over,17.0,45.0,0.0
08/20/2023,08/26/2023,2023,34,Massachusetts,All Ages,24.0,56.0,0.0
08/20/2023,08/26/2023,2023,34,Massachusetts,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Massachusetts,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Massachusetts,65 years and over,22.0,50.0,0.0
08/20/2023,08/26/2023,2023,34,Michigan,All Ages,26.0,89.0,0.0
08/20/2023,08/26/2023,2023,34,Michigan,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Michigan,18-64 years,,13.0,0.0
08/20/2023,08/26/2023,2023,34,Michigan,65 years and over,24.0,74.0,0.0
08/20/2023,08/26/2023,2023,34,Minnesota,All Ages,13.0,48.0,0.0
08/20/2023,08/26/2023,2023,34,Minnesota,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Minnesota,18-64 years,,10.0,0.0
08/20/2023,08/26/2023,2023,34,Minnesota,65 years and over,10.0,38.0,0.0
08/20/2023,08/26/2023,2023,34,Mississippi,All Ages,16.0,31.0,
08/20/2023,08/26/2023,2023,34,Mississippi,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Mississippi,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Mississippi,65 years and over,13.0,25.0,
08/20/2023,08/26/2023,2023,34,Missouri,All Ages,20.0,63.0,
08/20/2023,08/26/2023,2023,34,Missouri,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Missouri,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Missouri,65 years and over,15.0,54.0,
08/20/2023,08/26/2023,2023,34,Montana,All Ages,,,0.0
08/20/2023,08/26/2023,2023,34,Montana,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Montana,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Montana,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,Nebraska,All Ages,,14.0,
08/20/2023,08/26/2023,2023,34,Nebraska,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Nebraska,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Nebraska,65 years and over,0.0,12.0,
08/20/2023,08/26/2023,2023,34,Nevada,All Ages,10.0,37.0,0.0
08/20/2023,08/26/2023,2023,34,Nevada,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Nevada,18-64 years,,11.0,0.0
08/20/2023,08/26/2023,2023,34,Nevada,65 years and over,,26.0,0.0
08/20/2023,08/26/2023,2023,34,New Hampshire,All Ages,,13.0,0.0
08/20/2023,08/26/2023,2023,34,New Hampshire,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,New Hampshire,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,New Hampshire,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,New Jersey,All Ages,20.0,55.0,
08/20/2023,08/26/2023,2023,34,New Jersey,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,New Jersey,18-64 years,,10.0,0.0
08/20/2023,08/26/2023,2023,34,New Jersey,65 years and over,18.0,45.0,
08/20/2023,08/26/2023,2023,34,New Mexico,All Ages,,20.0,0.0
08/20/2023,08/26/2023,2023,34,New Mexico,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,New Mexico,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,New Mexico,65 years and over,,13.0,0.0
08/20/2023,08/26/2023,2023,34,New York,All Ages,39.0,134.0,0.0
08/20/2023,08/26/2023,2023,34,New York,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,New York,18-64 years,,14.0,0.0
08/20/2023,08/26/2023,2023,34,New York,65 years and over,36.0,120.0,0.0
08/20/2023,08/26/2023,2023,34,New York City,All Ages,21.0,70.0,
08/20/2023,08/26/2023,2023,34,New York City,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,New York City,18-64 years,,11.0,0.0
08/20/2023,08/26/2023,2023,34,New York City,65 years and over,20.0,59.0,
08/20/2023,08/26/2023,2023,34,North Carolina,All Ages,38.0,115.0,
08/20/2023,08/26/2023,2023,34,North Carolina,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,North Carolina,18-64 years,,25.0,0.0
08/20/2023,08/26/2023,2023,34,North Carolina,65 years and over,33.0,90.0,
08/20/2023,08/26/2023,2023,34,North Dakota,All Ages,0.0,11.0,0.0
08/20/2023,08/26/2023,2023,34,North Dakota,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,North Dakota,18-64 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,North Dakota,65 years and over,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Ohio,All Ages,27.0,86.0,0.0
08/20/2023,08/26/2023,2023,34,Ohio,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Ohio,18-64 years,,16.0,0.0
08/20/2023,08/26/2023,2023,34,Ohio,65 years and over,24.0,70.0,0.0
08/20/2023,08/26/2023,2023,34,Oklahoma,All Ages,12.0,68.0,0.0
08/20/2023,08/26/2023,2023,34,Oklahoma,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Oklahoma,18-64 years,,15.0,0.0
08/20/2023,08/26/2023,2023,34,Oklahoma,65 years and over,11.0,53.0,0.0
08/20/2023,08/26/2023,2023,34,Oregon,All Ages,11.0,34.0,0.0
08/20/2023,08/26/2023,2023,34,Oregon,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Oregon,18-64 years,,,0.0
08/20/2023,08/26/2023,2023,34,Oregon,65 years and over,,27.0,0.0
08/20/2023,08/26/2023,2023,34,Pennsylvania,All Ages,41.0,118.0,
08/20/2023,08/26/2023,2023,34,Pennsylvania,0-17 years,0.0,,0.0
08/20/2023,08/26/2023,2023,34,Pennsylvania,18-64 years,,17.0,0.0
08/20/2023,08/26/2023,2023,34,Pennsylvania,65 years and over,36.0,100.0,
08/20/2023,08/26/2023,2023,34,Rhode Island,All Ages,,,0.0
08/20/2023,08/26/2023,2023,34,Rhode Island,0-17 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Rhode Island,18-64 years,0.0,0.0,0.0
08/20/2023,08/26/2023,2023,34,Rhode Island,65 years and over,,,0.0
08/20/2023,08/26/2023,2023,34,South Carolina,All Ages,19.0,53.0,0.0
